x,y,z,f,in,id,r,g,b,

89,84,1,1,236.311119302879,1,1,0,0
89,83,1,2,237.626157849329,1,1,0,0
89,83,1,3,234.507791018706,1,1,0,0
89,83,1,4,220.586400474508,1,1,0,0
89,83,1,5,218.138463731194,1,1,0,0
89,83,1,6,209.524377462274,1,1,0,0
89,84,1,7,219.771050633105,1,1,0,0
89,83,1,8,245.128979297693,1,1,0,0
NaN,NaN,NaN,NaN,NaN,1,1,0,0
NaN,NaN,NaN,NaN,NaN,1,1,0,0
NaN,NaN,NaN,NaN,NaN,1,1,0,0
69,118,1,1,122.791801546829,2,1,0,0
69,118,1,2,129.520564277882,2,1,0,0
68,120,1,3,119.962299862843,2,1,0,0
70,118,1,4,131.620053764242,2,1,0,0
71,121,1,5,100.786622627374,2,1,0,0
69,120,1,6,115.421159344309,2,1,0,0
69,119,1,7,138.829482436712,2,1,0,0
69,119,1,8,130.122179633486,2,1,0,0
NaN,NaN,NaN,NaN,NaN,2,1,0,0
NaN,NaN,NaN,NaN,NaN,2,1,0,0
NaN,NaN,NaN,NaN,NaN,2,1,0,0
85,123,1,1,144.566852465741,3,1,0,0
85,123,1,2,146.897124821781,3,1,0,0
84,120,1,3,197.627814154094,3,1,0,0
84,119,1,4,168.760001828001,3,1,0,0
84,122,1,5,168.207623058898,3,1,0,0
84,121,1,6,173.217395297352,3,1,0,0
83,125,1,7,116.147030276374,3,1,0,0
83,120,1,8,198.49861703518,3,1,0,0
NaN,NaN,NaN,NaN,NaN,3,1,0,0
NaN,NaN,NaN,NaN,NaN,3,1,0,0
NaN,NaN,NaN,NaN,NaN,3,1,0,0
94,123,1,1,43.1333059154697,4,1,0,0
94,124,1,2,35.0435322551129,4,1,0,0
95,124,1,3,34.9951352467369,4,1,0,0
94,121,1,4,45.6253113517869,4,1,0,0
94,120,1,5,39.6965105204536,4,1,0,0
94,123,1,6,42.5805074110296,4,1,0,0
93,129,1,7,46.6828753042877,4,1,0,0
95,122,1,8,49.56475822105,4,1,0,0
NaN,NaN,NaN,NaN,NaN,4,1,0,0
NaN,NaN,NaN,NaN,NaN,4,1,0,0
NaN,NaN,NaN,NaN,NaN,4,1,0,0
63,127,1,1,82.2506485494301,5,1,0,0
64,126,1,2,77.9109917386341,5,1,0,0
67,122,1,3,103.157005947368,5,1,0,0
63,126,1,4,79.0611331157346,5,1,0,0
67,123,1,5,89.4664403377883,5,1,0,0
66,127,1,6,60.7805164575924,5,1,0,0
64,127,1,7,74.3545157966503,5,1,0,0
66,123,1,8,59.387580114667,5,1,0,0
NaN,NaN,NaN,NaN,NaN,5,1,0,0
NaN,NaN,NaN,NaN,NaN,5,1,0,0
NaN,NaN,NaN,NaN,NaN,5,1,0,0
65,143,1,1,39.6225575071384,6,1,0,0
64,143,1,2,59.1680573772146,6,1,0,0
62,141,1,3,56.5164058252402,6,1,0,0
63,141,1,4,61.2021436376614,6,1,0,0
62,140,1,5,48.7875602481651,6,1,0,0
64,143,1,6,55.025867343938,6,1,0,0
64,142,1,7,53.157847494666,6,1,0,0
64,143,1,8,58.6515442472834,6,1,0,0
NaN,NaN,NaN,NaN,NaN,6,1,0,0
NaN,NaN,NaN,NaN,NaN,6,1,0,0
NaN,NaN,NaN,NaN,NaN,6,1,0,0
79,143,1,1,82.6040810588535,7,1,0,0
79,143,1,2,81.9026409614933,7,1,0,0
79,144,1,3,71.0185765081451,7,1,0,0
80,140,1,4,97.3610737644944,7,1,0,0
79,142,1,5,79.9563799744191,7,1,0,0
79,143,1,6,78.1019050636945,7,1,0,0
