x,y,z,f,in,id,r,g,b,

79,204,2,1,421.009863482618,1,1,0,0
79,203,2,2,486.951972049015,1,1,0,0
81,198,2,3,480.274414901517,1,1,0,0
79,199,2,4,483.186405407848,1,1,0,0
79,199,2,5,429.086284768662,1,1,0,0
79,198,2,6,373.750240856404,1,1,0,0
78,203,2,7,397.647629032743,1,1,0,0
81,200,2,8,441.969086206229,1,1,0,0
NaN,NaN,NaN,NaN,NaN,1,1,0,0
NaN,NaN,NaN,NaN,NaN,1,1,0,0
NaN,NaN,NaN,NaN,NaN,1,1,0,0
74,169,1,1,126.776956262831,2,1,0,0
71,173,1,2,189.060587053633,2,1,0,0
71,173,1,3,159.477311875247,2,1,0,0
73,170,1,4,204.445378173844,2,1,0,0
70,175,1,5,122.012725562689,2,1,0,0
74,170,1.05555555555556,6,171.75179694391,2,1,0,0
73,172,1,7,247.322604053074,2,1,0,0
71,174,1,8,264.531776234372,2,1,0,0
NaN,NaN,NaN,NaN,NaN,2,1,0,0
NaN,NaN,NaN,NaN,NaN,2,1,0,0
NaN,NaN,NaN,NaN,NaN,2,1,0,0
70,378,3,1,190.130936028931,3,1,0,0
70,376,4,2,188.176882957682,3,1,0,0
70,375,4,3,196.193072732785,3,1,0,0
70,374,4,4,202.405826767534,3,1,0,0
71,376,4,5,213.059120285471,3,1,0,0
70,374,4.11111111111111,6,209.280935751584,3,1,0,0
70,376,4,7,206.543019308367,3,1,0,0
71,374,4,8,175.645626718247,3,1,0,0
NaN,NaN,NaN,NaN,NaN,3,1,0,0
NaN,NaN,NaN,NaN,NaN,3,1,0,0
NaN,NaN,NaN,NaN,NaN,3,1,0,0
97,151,1.11111111111111,1,171.641853283495,4,1,0,0
95,147,1,2,234.065825427999,4,1,0,0
94,154,1,3,207.971777178221,4,1,0,0
97,154,1,4,131.015166814591,4,1,0,0
98,150,1,5,230.928418506979,4,1,0,0
96,148,1,6,243.254438846881,4,1,0,0
97,152,1,7,195.017217176663,4,1,0,0
94,150,1,8,207.315768316266,4,1,0,0
NaN,NaN,NaN,NaN,NaN,4,1,0,0
NaN,NaN,NaN,NaN,NaN,4,1,0,0
NaN,NaN,NaN,NaN,NaN,4,1,0,0
90,185,3,1,462.074858904896,5,1,0,0
90,182,3,2,468.705398150911,5,1,0,0
90,182,3,3,462.560463850703,5,1,0,0
90,183,3.05555555555556,4,438.328947222376,5,1,0,0
90,179,3,5,532.564318141179,5,1,0,0
89,180,3,6,481.501618993154,5,1,0,0
89,183,3,7,515.686672877305,5,1,0,0
90,180,3,8,473.258203360355,5,1,0,0
NaN,NaN,NaN,NaN,NaN,5,1,0,0
NaN,NaN,NaN,NaN,NaN,5,1,0,0
NaN,NaN,NaN,NaN,NaN,5,1,0,0
65,209,3.05555555555556,1,54.0261788864943,6,1,0,0
62,207,3,2,64.5798882996769,6,1,0,0
63,209,3,3,59.6598114548163,6,1,0,0
61,204,3,4,45.3286924689418,6,1,0,0
65,208,3,5,49.9896718860482,6,1,0,0
66,204,3,6,77.5808178413051,6,1,0,0
66,203,3,7,84.1662420236355,6,1,0,0
61,206,3,8,62.4847775937471,6,1,0,0
NaN,NaN,NaN,NaN,NaN,6,1,0,0
NaN,NaN,NaN,NaN,NaN,6,1,0,0
NaN,NaN,NaN,NaN,NaN,6,1,0,0
52,148,1.05555555555556,1,217.029024355286,7,1,0,0
52,144,1,2,240.013398401421,7,1,0,0
54,144,1,3,230.791070201612,7,1,0,0
51,142,1,4,247.519566660885,7,1,0,0
51,146,1,5,237.984318649835,7,1,0,0
52,143,1,6,236.251751382942,7,1,0,0
51,146,1,7,208.303156263035,7,1,0,0
51,140,1,8,212.181198096893,7,1,0,0
NaN,NaN,NaN,NaN,NaN,7,1,0,0
NaN,NaN,NaN,NaN,NaN,7,1,0,0
NaN,NaN,NaN,NaN,NaN,7,1,0,0
125,119,4,1,73.5367607672846,8,1,0,0
123,117,4,2,72.6890140889227,8,1,0,0
126,116,5,3,29.7435671035059,8,1,0,0
123,123,4,4,60.9385243171876,8,1,0,0
