x,y,z,f,in,id,r,g,b,

74,356,3.05555555555556,1,179.759931467374,1,1,0,0
72,358,3,2,228.672949251845,1,1,0,0
73,357,3,3,226.793116329227,1,1,0,0
73,359,3,4,235.73461709386,1,1,0,0
74,359,3.16666666666667,5,199.803382853227,1,1,0,0
73,358,3,6,187.919090196477,1,1,0,0
74,357,3,7,214.824380584813,1,1,0,0
74,360,3,8,193.225896746944,1,1,0,0
NaN,NaN,NaN,NaN,NaN,1,1,0,0
NaN,NaN,NaN,NaN,NaN,1,1,0,0
NaN,NaN,NaN,NaN,NaN,1,1,0,0
114,199,5,1,141.817518660916,2,1,0,0
117,195,5,2,157.825338921065,2,1,0,0
115,196,5,3,119.280411553249,2,1,0,0
114,199,5,4,131.352335320149,2,1,0,0
116,195,5,5,143.028964154659,2,1,0,0
117,197,6,6,106.6439214368,2,1,0,0
117,192,5,7,133.560874482835,2,1,0,0
115,200,5,8,106.653705552389,2,1,0,0
NaN,NaN,NaN,NaN,NaN,2,1,0,0
NaN,NaN,NaN,NaN,NaN,2,1,0,0
NaN,NaN,NaN,NaN,NaN,2,1,0,0
90,181,2.94444444444444,1,457.294161296876,3,1,0,0
90,184,3,2,510.110560601053,3,1,0,0
87,182,3,3,484.742888693631,3,1,0,0
89,183,3,4,500.280202528105,3,1,0,0
91,179,3,5,386.515143064769,3,1,0,0
86,185,3,6,411.685385455431,3,1,0,0
89,184,3,7,548.497008339055,3,1,0,0
88,186,2,8,429.056166796484,3,1,0,0
NaN,NaN,NaN,NaN,NaN,3,1,0,0
NaN,NaN,NaN,NaN,NaN,3,1,0,0
NaN,NaN,NaN,NaN,NaN,3,1,0,0
63,168,1.05555555555556,1,91.5427807674945,4,1,0,0
63,171,1,2,68.4857154917715,4,1,0,0
60,171,1,3,70.3615123833907,4,1,0,0
61,171,0.888888888888889,4,83.1306885858784,4,1,0,0
62,169,1,5,94.9175074180047,4,1,0,0
59,165,1,6,94.5859864134855,4,1,0,0
63,168,1,7,79.7865576232572,4,1,0,0
66,170,1,8,73.6708266674376,4,1,0,0
NaN,NaN,NaN,NaN,NaN,4,1,0,0
NaN,NaN,NaN,NaN,NaN,4,1,0,0
NaN,NaN,NaN,NaN,NaN,4,1,0,0
77,202,3,1,360.781671702962,5,1,0,0
79,200,2,2,453.511638908802,5,1,0,0
80,201,2,3,449.533034216009,5,1,0,0
